contain_ratio,exceed_ratio,inter_area
0.9959139574484489,0.0008117138949946762,305211.15758882795
0.968354128748743,0.0021171351756630414,11086.192559438698
0.9504164728319492,0.00251983180113449,8280.741123666565
0.9951751872929655,0.0016396647350119377,13615.588842467436
0.9716232195139679,0.0017818825919550627,224348.20946752722
0.9822217132417658,0.0029319787303208516,11786.660558901189
0.9969855357263931,0.0016014783166229635,8006.402013059729
0.9822217132417658,0.0029319787303208516,11786.660558901189
0.9811424911413125,0.0009171785238088376,217729.15175917163
0.9966056733829531,0.0015316469944558386,7189.672784692363
0.9979539624549574,0.0011958327037286914,17514.092041084503
0.9984073838986713,0.0005642949943895025,29543.1340754815
0.9969641382527732,0.001920669514779358,7975.7131060221855
0.98590909859657,0.002679273190678196,44698.65375762199
0.9973348154118292,0.0006691880462588045,375990.8870038122
0.9875331389758913,0.0019606874805795133,90014.89978473895
0.997772832567332,0.0006527570551472742,37105.91444941003
0.9970787608224422,0.0009459928129846767,21838.45773418789
0.9584755832210275,0.0014742847204157205,109447.02332121595
0.9604659404813032,0.000453071122077096,157704.7183888949
0.994338057117221,0.0008616402487773056,97017.23112967813
0.9965938449803521,0.0009172879651540119,14528.544390892568
0.9980953951082097,0.0007366388957426213,33486.30012495947
0.9962464012253965,0.0014218705631812774,58371.03802557316
0.985445348477699,0.0028178176014433515,168158.89729541965
0.9988080391061386,0.0009150939495339429,11011.858631145178
0.9956664915276741,0.0009010670637228441,105173.65041148882
0.9975245788303904,0.0018848686974268498,13965.344103625464
0.9975245788303904,0.0018848686974268498,13965.344103625464
0.9973750226331786,0.0012516268315174697,9774.27522180515
0.9977091739428684,0.0011694637084980555,15769.147680923787
0.9973750226331786,0.0012516268315174697,9774.27522180515
0.9954565371543186,0.0009711185656975024,195991.01279600614
0.9991319587789953,0.0004372896549038074,193391.36247944785
0.9959116092292097,0.001741823311687186,10869.578485449441
0.9815342630220968,0.005499714596439397,28481.29749422375
0.9577425604881348,0.0008800939587346363,60970.279286411635
0.9928134376210692,0.002942417887250729,4503.401753049171
0.9985772997769732,0.0004629832519552367,410365.11167056806
0.9991105782541945,0.0004766330016539763,193357.4006275625
0.9817934540696329,0.0012500651945096984,23301.301671783476
0.957822219326824,0.0007416573166685337,60962.75024904924
0.9928165709703685,0.0029405850268118534,4503.415965921592
0.9963697431444108,0.0018920373561576492,10875.335891631517
0.9969733799870453,0.0009100188834552536,491750.105970882
0.996635577495131,0.0009705353815539738,25572.92144184194
0.9968831357863945,0.0008853873923003307,26240.72051576836
0.9968665930213433,0.0008831094959915511,26239.362962852912
0.9799813755274956,0.004671260109107089,27502.672613770774
0.996711167300518,0.0008618460327263508,25566.987001334142
0.9814120577801834,0.001423722883925321,23290.72374343064
