contain_ratio,exceed_ratio,inter_area
0.9938150133829496,0.0019818475135507537,174306.69598160556
0.9783695008953938,0.0018702779976868984,78348.216087656
0.9817287787592446,0.0005378949275058426,173427.51830068955
0.9953748296980574,0.0007000830644688598,84616.10257962863
0.9991551862876928,0.0007142157776598196,48641.66710723057
0.9953581491991416,0.0008772895770869735,84315.15145450381
0.9984178773366158,0.0009585746376805068,22217.32876005876
0.9975812004694338,0.0012282079913942315,123514.35415402436
0.9982560603067656,0.0008621141573348832,35294.48102405445
0.9991740317614614,0.001063103845607783,25002.291829805767
0.9947142969179372,0.000781921368353407,55604.6286691424
0.946146721851175,0.0005577130248175553,118916.53588906988
0.9950851699747248,0.001078928937908179,87940.55238799928
0.9980392859977808,0.0008483038528282064,10874.401520999609
0.9960754462576548,0.0007406980154621504,168665.54994197589
0.996316697038542,0.000854332819837263,83681.06780044688
0.9988080391061386,0.0009150939495339428,11011.858631145178
0.9971438505853044,0.000710689945070895,122154.7534298858
0.9975245788303904,0.0018848686974268496,13965.344103625464
0.9982706095496442,0.001343486540727092,29455.117354610185
0.9982815128496668,0.0013337644684648822,29455.588811188554
0.9951741603794774,0.0007658189570415747,304984.4368785568
0.9705872405848582,0.0012227495911300787,11111.758317963337
0.9504164728319492,0.002519831801134271,8280.741123666567
0.9951751872929656,0.0016396647350119375,13615.588842467436
0.9973279519702988,0.003590359675408664,230283.44298768172
0.9822217132417658,0.002931978730320852,11786.660558901189
0.9969855357263931,0.0016014783166229635,8006.402013059729
0.9845778572394333,0.0008502681593265713,218491.5072307565
0.9957992635607316,0.0012216309984813265,7183.855215209284
0.9979539624549574,0.0011958327037286914,17514.092041084503
0.9985067086515248,0.0006134493209416861,29546.073120742865
0.9969641382527732,0.0019206695147793579,7975.713106022186
0.9859090985965699,0.002679273190678196,44698.65375762199
0.9970231261130496,0.0007143316148761625,375873.3814940209
0.962696223682062,0.001314774596093509,87750.98341282397
0.99816719609797,0.0008165302134092406,37120.5803322164
0.9953557624618512,0.0009727699530671344,21800.719865974952
0.9521529244643748,0.0012914552979763027,108725.0475166097
0.9656109120020636,0.0005833887737596895,158549.50241569112
0.9949969112396336,0.0008821505871579944,97081.5153056858
0.996593844980352,0.0009172879651540119,14528.544390892568
0.9980953951082095,0.0007366388957428385,33486.30012495946
0.9935652482359768,0.0013742683771027098,58213.94668461043
0.9619537394137812,0.00048114685485483205,167339.55341071126
0.9973750226331786,0.0012516268315174695,9774.27522180515
0.9954139301472694,0.001258853230398159,97384.62965227687
0.9807275584879808,0.0005972610206446975,232780.40330667852
0.9975098711110468,0.0010957242766199582,15764.50136410767
0.9953990204215776,0.0012050311422936882,317203.4076781357
0.9813706994951784,0.0014260600662423946,36359.78441629636
0.9973724743864616,0.0006195866980287577,37660.40064443015
0.996767483254442,0.0014140240477099669,7954.204516370448
0.9948200378845315,0.0017239234920128689,11668.428266054678
0.9933978482842866,0.0008361713478528813,254429.70261117286
0.9935308068441948,0.001021673698818916,70101.68079597165
0.9774286616974,0.0006624051951764585,164725.72491726122
0.996076838968704,0.0011280228608097206,7180.080442948446
0.9472962306402224,0.0017895390863398664,83569.24671846171
0.9543978517593829,0.0009914070726533813,7628.788348468275
0.7134832263066253,0.0009544433042763307,120554.7350184094
0.9854192959866231,0.0038117494368704345,69763.57203029221
0.9963762916224428,0.0012072824776129948,17645.74441453013
0.9986108600022158,0.0006057417358720775,29546.298959229574
0.9641131480509229,0.0006348514006763795,132122.59125056415
0.9965922105508708,0.0009287928662524732,14546.658542084726
0.9968506536003096,0.0010387134561025725,46121.817520971934
0.9359443642388512,0.0008152731065678622,121050.16312079356
0.9971907221997246,0.0005677704654335539,129378.3413619824
0.9931343497961306,0.001118136825928601,70593.24589846142
0.9771617380308149,0.0007420433044240608,177156.7163669724
0.9958310857831144,0.0013139436969453347,82125.01954300763
0.9975089184284264,0.0011051961481346763,15767.089806326774
0.9921004649211156,0.0025651687139684387,43528.40789841395
0.9969426106570256,0.0008443673655744092,372957.20266583853
0.9947921870543378,0.0013848379639800413,225416.144298085
0.9523507463414834,0.0024723572661354185,8128.304096517103
0.964157433406328,0.0004561016969192122,154103.50496421725
0.9980727022384168,0.0006637645993167348,38476.88538744313
0.9622215810338961,0.0014343051319479776,106838.57011790019
0.9960219124789004,0.0009821718539367106,22169.06229929994
0.934324406194047,0.0007212966926478586,82990.50580173255
0.9671781591880692,0.0015446593624167618,9744.252251348657
0.9957687417475706,0.0012221475632839306,7165.915321206255
0.979419773337002,0.0005717729776245912,203190.70041403093
0.9977482625459548,0.0006381924594000576,305807.9317824124
0.9904754470269216,0.000969186072602674,100554.67690477453
0.9986458995658896,0.0007481337452867148,29081.292613635887
0.9966534882442531,0.0010494921217183595,14555.546136784138
0.9927328966058696,0.000982173151013676,55584.17710516201
0.9526729519913836,0.0004538203042704237,162566.53231710766
0.9965012238951602,0.0009944855114693073,105261.82436426533
0.9975221770750536,0.0010936984249591596,15766.192129044088
0.9963816714901764,0.0007480190151241415,196173.15838317104
0.9934145257423704,0.0013366795795803,232807.72229175855
0.9922488598445672,0.0010819417792375192,64983.891010731975
0.996115417291782,0.0007389290451584767,294350.915451798
0.992851422956338,0.002350196936445953,11400.198036783097
0.985133209369922,0.0015783479236053187,76828.43573935819
0.9839917308439364,0.001736752626625668,37294.76258658146
0.9649086842842955,0.0008695920956191433,122524.7077983476
0.9573612305999306,0.0018226405979736274,7487.4120879805405
0.9953342271562088,0.0018007500406205055,7180.500368181237
0.9946702783763338,0.0035022690419539994,164193.44558328332
0.9973694566229738,0.0007367065319690586,39295.798064049464
0.9986908071514828,0.0006779005962416088,28270.31518708972
0.9744110925701178,0.0007740230632712244,161898.938956626
0.9617191474113054,0.0011203936778587877,84396.65916039671
0.996017096296809,0.0008850045672768613,18360.240507322644
0.9948194628029222,0.0019417025901937387,48587.59437726434
0.9566706269570496,0.0008863182741197203,110593.69792022153
0.9962003888959524,0.0011164413258774595,81833.59821013799
0.9972966438996209,0.0011838448261837838,15751.258315401636
0.9788230791404086,0.0010435706001293947,175982.10219888386
0.9934079961169786,0.0015491043544766721,65531.69824625046
0.9974140707506386,0.0003647930631912472,122126.06685362884
0.99901068968733,0.0003478613357001293,193367.889709252
0.9968320408257856,0.0017366079042213714,10879.624259980788
0.9696355218644406,0.002843507738151566,28136.03029420309
0.9486913249306124,0.0010527633031419538,60394.07396506937
0.9928134376210695,0.002942417887251333,4503.401753049168
0.9992763515191524,0.0004309208677118981,410652.3868232348
0.9990669560741806,0.00031071877537221617,193348.95844756684
0.9837251696876428,0.0015452285110626107,23347.14786089054
0.9492838890488332,0.0009078659183927967,60419.30900726338
0.9928165709703684,0.002940585026811853,4503.415965921592
0.9969632471067714,0.001898890996571516,10881.813963640523
0.9982845598523332,0.0011196858376958097,492396.836215285
0.9965850951387226,0.0009355845202268564,25571.62610243828
0.9969540599381994,0.0008756124001637513,26242.587435549136
0.996936538121981,0.0008555174086513701,26241.204046600687
0.9700434681971659,0.0025964977534590483,27223.77036256734
0.9966702390055684,0.0008688423594705603,25565.93713531549
0.9815988726128146,0.0013107434676655461,23295.157205016418
0.951914202509344,0.0007185903630558638,183187.09734526317
0.9965875046340168,0.001105636434707509,104591.9931506532
0.9973001025290265,0.0012104022111817988,15762.901568030215
0.9970606104724984,0.0010523565003649495,113264.42524375935
0.996888447230278,0.0005146343359919876,166580.97168510867
0.9850123490795488,0.0005420652739948872,248735.0770615421
0.998823275037737,0.00040421213161626003,194633.79473188965
0.999318805668748,0.0005188470238177244,357904.06159221515
0.9583070913766742,0.0009486894638334593,54695.82764465661
0.993071528910782,0.0012244344223784848,6072.984939682196
0.9580346898942798,0.0007673885910822818,54678.292280038724
0.9969588792774772,0.0019147979680806558,10880.021610919755
0.9932121125071186,0.001394439156475009,6074.27173948935
0.9988078251068616,0.00040923837580200505,194648.21830112895
0.9968441125008792,0.001750200926365784,10878.76913698572
0.9694138336412836,0.0008118188237932472,421029.6071314778
0.9858810013884424,0.0015291511601300733,23803.36229717791
0.999057969011786,0.0008590531714242374,42968.05459430123
0.9895639500403866,0.0019502300306355142,25407.36118211145
0.9990764912846424,0.0006835677987175241,42048.19223328622
0.9990616988062104,0.0006990362121019216,42073.964871441334
0.9991468685285256,0.0007846931753421251,42929.10455794819
0.9935197309830408,0.0012016656881897296,6443.427506902617
0.994024806017931,0.0012195910226696634,6446.718058685111
0.9541800514359152,0.0007226976408598165,111778.79137383412
0.9972958429633636,0.0011855888346223994,15761.602582779607
0.9974156906049308,0.000964610571271637,65029.24886798072
0.9790255898486904,0.0004675686231831008,175028.85368809075
0.9934312131992312,0.002964825260987673,4355.202438665429
0.9983603139853262,0.000480368195261718,386410.07321015815
0.9969650560065864,0.0017446052332267142,11056.671469581526
0.9972081127473924,0.0008346766596802176,24366.690486252388
0.9970464694082296,0.0007568011461916358,474295.3345228296
0.9898468024977845,0.009098760348246849,26785.536581928758
0.9628581970214144,0.0012435210546977624,57280.58819811546
0.9855902444745286,0.00042797908590390697,25979.769536202002
0.9867630390523716,0.0010052087887002107,26012.302229404137
0.9965294859596994,0.0015777579194055256,11049.842812404087
0.8760864659848348,0.002061543869573247,27243.069474365853
0.9988580149347212,0.0005539981103209427,209314.73741024113
0.9953667674497636,0.0012655557429627018,6829.251206143526
0.9988472392236044,0.0005365196073333363,209302.85042900286
0.9622377353905576,0.000982369562053894,57222.84438945075
0.9974802055640658,0.0008161328407133362,25015.64149110729
0.9971891033544714,0.0008303944091824449,24366.30078262996
0.9974692567305324,0.0007784030879606237,25014.409336631204
0.9962760218651718,0.0015645410047134176,6841.317851785731
0.9836471878536551,0.0010968104578489217,45235.47505141996
0.9947884389099756,0.0009767399115360152,332341.61754771404
0.99465728675941,0.0009898714145294188,250660.2208946096
0.9712140435237522,0.001068090756582713,11125.77161200765
0.9963935411918756,0.0009441535552943377,412574.0431223713
0.9961250790582784,0.000922756290311369,21326.136449441197
0.9503303105298684,0.0020128594202387753,8595.979992971841
0.9826394269437796,0.0008361454314089222,232100.16471049387
0.995295783137756,0.0018186657027658168,7162.511738420137
0.9962051061955044,0.001480174660840094,104385.2749650495
0.9972546263602546,0.0008053717179079131,37721.31081654372
0.9607023477553912,0.0011848261738306965,114439.2239280026
0.9635477367672308,0.0006558390852722726,165700.07095075762
0.9629991143620944,0.0008995530452549324,90286.10234190742
0.9931835944634642,0.0042615101496747045,59605.95314906858
0.9981371559713292,0.0006269759787189339,30175.17344937569
0.9964204243942058,0.0006562280726118234,305966.1066501214
0.9827077023789862,0.002403336990101996,34493.040353502416
0.9955084490405888,0.0007656955727890352,244685.49407020825
0.9978503052866132,0.0008383996790499969,37441.93287589597
0.9575814591865882,0.0012189025216701793,86918.21831445601
0.9957881194064382,0.0011949208020943301,7178.382626830563
0.9570402009362114,0.0015909825676772588,7482.513536597664
0.9721355429429936,0.000801093605334433,160557.36187656078
0.9751623399779786,0.002186996491673164,162793.17196449405
0.9926295572858472,0.0019535506952562593,10864.464509483829
0.9852581366649252,0.0019139939215287972,77163.89996606647
0.997792568553038,0.00106146196843736,19401.732257077667
0.9987039300344898,0.0006674694379793807,28274.46675583525
0.993492887704694,0.0011337284658875179,64393.06268785994
0.9737324820241741,0.0007223148062823232,127625.00341942244
0.9949067951155278,0.001982156102736447,48591.715479636085
